,title,genre,year,decade,runtime,rating,director,actor1,actor2,actor3,gross
1047,DragonHeart,"Action,Adventure,Fantasy",1996,1990,103,6.4,Rob Cohen,Dennis Quaid,Brian Thompson,Terry O'Neill,51.32
1048,Dragonball Evolution,"Action,Adventure,Fantasy",2009,2000,85,2.7,James Wong,Justin Chatwin, James Marsters, Yun-Fat Chow,9.35
1049,Dragonball: Evolution,"Action,Adventure,Fantasy,Sci-Fi,Thriller",2009,2000,100,2.7,James Wong,Ian Whyte,Texas Battle,Randall Duk Kim,9.35
1050,Dragonfly,"Drama,Fantasy,Mystery,Romance,Thriller",2002,2000,104,6.1,Tom Shadyac,Joe Morton,Susanna Thompson,Matt Craven,30.06
1051,Dragonslayer,"Action,Adventure,Fantasy",1981,1980,108,6.7,Matthew Robbins,Ian McDiarmid,Ralph Richardson,Albert Salmi,6.0
1052,Dream House,"Drama,Mystery,Thriller",2011,2010,84,6.0,Jim Sheridan,Naomi Watts,Gregory Smith,Sarah Gadon,21.28
1053,Dream with the Fishes,"Comedy,Drama",1997,1990,97,7.0,Finn Taylor,David Arquette,Cathy Moriarty,Kathryn Erbe,0.46
1054,Dreamcatcher,"Drama,Horror,Sci-Fi,Thriller",2003,2000,136,5.5,Lawrence Kasdan,Morgan Freeman,Michael O'Neill,Reece Thompson,33.69
1055,Dreamer: Inspired by a True Story,"Drama,Family,Sport",2005,2000,98,6.9,John Gatins,Ken Howard,Freddy Rodríguez,Holmes Osborne,32.7
1056,Dreamgirls,"Drama,Music,Musical",2006,2000,130,6.5,Bill Condon,Loretta Devine,Jennifer Hudson,Anika Noni Rose,103.34
1057,Dreaming of Joseph Lees,"Drama,Romance",1999,1990,92,6.4,Eric Styles,Samantha Morton,Rupert Graves,Miriam Margolyes,0.01
1058,Dredd,"Action,Sci-Fi",2012,2010,95,7.1,Pete Travis,Karl Urban, Olivia Thirlby, Lena Headey,13.4
1059,Dressed to Kill,"Mystery,Romance,Thriller",1980,1980,104,7.1,Brian De Palma,Angie Dickinson,David Margulies,Nancy Allen,31.9
1060,Drillbit Taylor,"Comedy,Drama",2008,2000,102,5.7,Steven Brill,Lisa Ann Walter,Shaun Weiss,Matt Walsh,32.85
1061,Drinking Buddies,"Comedy,Drama,Romance",2013,2010,90,6.1,Joe Swanberg,Olivia Wilde,Anna Kendrick,Ti West,0.34
1062,Drive,"Crime,Drama",2011,2010,100,7.8,Nicolas Winding Refn,Ryan Gosling, Carey Mulligan, Bryan Cranston,35.05
1063,Drive Angry,"Action,Fantasy,Thriller",2011,2010,104,5.5,Patrick Lussier,Nicolas Cage,Billy Burke,Katy Mixon,10.71
1064,Drive Me Crazy,"Comedy,Drama,Romance",1999,1990,91,5.7,John Schultz,Stephen Collins,Mark Webber,Keri Lynn Pratt,17.84
1065,Driven,"Action,Drama,Sport",2001,2000,116,4.5,Renny Harlin,Sylvester Stallone,Estella Warren,Cristián de la Fuente,32.62
1066,Driving Lessons,"Comedy,Drama",2006,2000,98,6.8,Jeremy Brock,Rupert Grint,Julie Walters,Tamsin Egerton,0.24
1067,Driving Miss Daisy,"Comedy,Drama,Family",1989,1980,99,7.4,Bruce Beresford,Morgan Freeman,Jessica Tandy,Patti LuPone,106.59
1068,Drop Dead Gorgeous,"Comedy,Romance,Thriller",1999,1990,97,6.5,Michael Patrick Jann,Kirsten Dunst,Kirstie Alley,Ellen Barkin,10.56
1069,Drowning Mona,"Comedy,Crime,Mystery",2000,2000,96,5.6,Nick Gomez,Will Ferrell,Jamie Lee Curtis,Tracey Walter,15.43
1070,Drumline,"Comedy,Drama,Music,Romance",2002,2000,118,5.7,Charles Stone III,Leonard Roberts,Nick Cannon,Jason Weaver,56.4
1071,"Dude, Where's My Car?","Comedy,Mystery",2000,2000,83,5.5,Danny Leiner,Jennifer Garner,Mary Lynn Rajskub,Marla Sokoloff,46.73
1072,Dudley Do-Right,"Comedy,Family,Romance",1999,1990,77,3.8,Hugh Wilson,Brendan Fraser,Alex Rocco,Eric Idle,9.69
1073,Due Date,"Comedy,Drama",2010,2010,95,6.6,Todd Phillips,Robert Downey Jr.,RZA,Matt Walsh,100.45
1074,Duel in the Sun,"Drama,Romance,Western",1946,1920-1960,144,6.9,King Vidor,Joseph Cotten,Lillian Gish,Jennifer Jones,20.4
1075,Duets,"Comedy,Drama,Music",2000,2000,112,6.0,Bruce Paltrow,Lochlyn Munro,Marian Seldes,Huey Lewis,4.73
1076,Dum Maaro Dum,"Action,Crime,Drama,Thriller",2011,2010,128,6.2,Rohan Sippy,Abhishek Bachchan,Bipasha Basu,Prateik,0.56
1077,Duma,"Adventure,Drama,Family",2005,2000,100,7.3,Carroll Ballard,Eamonn Walker,Hope Davis,Campbell Scott,0.86
1078,Dumb & Dumber,Comedy,1994,1990,113,7.3,Peter Farrelly,Lauren Holly,Mike Starr,Teri Garr,127.18
1079,Dumb and Dumber To,Comedy,2014,2010,109,5.7,Bobby Farrelly,Bill Murray,Kathleen Turner,Rob Riggle,86.21
1080,Dumb and Dumberer: When Harry Met Lloyd,Comedy,2003,2000,85,3.4,Troy Miller,Elden Henson,Mimi Rogers,Cheri Oteri,26.1
1081,Dune,"Action,Adventure,Sci-Fi",1984,1980,177,6.6,David Lynch,Virginia Madsen,Jürgen Prochnow,José Ferrer,27.4
1082,Dungeons & Dragons,"Action, SciFi",2000,2000,107,1.9,Courtney Solomon,Justin Whalin,Jeremy Irons,Marlon Wayans,
1083,Duplex,Comedy,2003,2000,89,5.8,Danny DeVito,Justin Theroux,Amber Valletta,Harvey Fierstein,9.65
1084,Duplicity,"Comedy,Crime,Romance,Thriller",2009,2000,125,6.2,Tony Gilroy,Julia Roberts,Tom Wilkinson,Denis O'Hare,40.56
1085,Dylan Dog: Dead of Night,"Action,Comedy,Crime,Fantasy,Horror,Mystery,Sci-Fi,Thriller",2010,2010,107,5.1,Kevin Munroe,Marco St. John,Laura Spencer,Anita Briem,1.18
1086,DysFunktional Family,"Comedy,Documentary",2003,2000,89,6.6,George Gallo,Eddie Griffin,Joe Howard,Robert Noble,2.22
1087,Déjà Vu,"Drama,Romance",1997,1990,117,7.0,Henry Jaglom,Vanessa Redgrave,Stephen Dillane,Michael Brandon,0.82
1088,E.T. The Extra-Terrestrial,"Kids&Family, SciFi",1982,1980,114,7.2,Steven Spielberg,Tamara De Treaux,Henry Thomas,Drew Barrymore,
1089,E.T. the Extra-Terrestrial,"Family,Sci-Fi",1982,1980,120,7.9,Steven Spielberg,Henry Thomas,Dee Wallace,Peter Coyote,434.95
1090,Eagle Eye,"Action,Mystery,Thriller",2008,2000,118,6.6,D.J. Caruso,Shia LaBeouf, Michelle Monaghan, Rosario Dawson,101.11
1091,Earth,"Drama,Romance,War",1998,1990,110,7.8,Deepa Mehta,Nandita Das,Gulshan Grover,Eric Peterson,0.53
1092,Earth to Echo,"Adventure,Family,Sci-Fi",2014,2010,91,5.8,Dave Green,Teo Halm,Ella Wahlestedt,Jason Gray-Stanford,38.92
1093,East Is East,"Comedy,Drama",1999,1990,96,6.9,Damien O'Donnell,Archie Panjabi,Jimi Mistry,Om Puri,4.17
1094,Eastern Promises,"Crime,Drama,Mystery",2007,2000,100,7.7,David Cronenberg,Naomi Watts, Viggo Mortensen, Armin Mueller-Stahl,17.11
1095,Easy,Drama,2004,2000,99,5.9,Jane Weinstock,Marguerite Moreau,Naveen Andrews,Emily Deschanel,
1096,Easy A,"Comedy,Drama,Romance",2010,2010,92,7.1,Will Gluck,Emma Stone, Amanda Bynes, Penn Badgley,58.4
1097,Easy Money,"Action,Crime,Drama,Thriller",2010,2010,124,6.7,Daniel Espinosa,Fabian Bolin,Fares Fares,Matias Varela,0.19
1098,Easy Virtue,"Comedy,Romance",2008,2000,97,6.7,Stephan Elliott,Colin Firth,Kristin Scott Thomas,Kris Marshall,2.66
1099,Eat Pray Love,"Drama,Romance",2010,2010,140,5.7,Ryan Murphy,James Franco,Julia Roberts,Billy Crudup,80.57
1100,Ed Wood,"Biography,Comedy,Drama",1994,1990,127,7.9,Tim Burton,Johnny Depp,Bill Murray,Martin Landau,5.89
1101,Eddie the Eagle,"Biography,Comedy,Drama",2016,2010,106,7.4,Dexter Fletcher,Taron Egerton, Hugh Jackman, Tom Costello,15.79
1102,Eddie: The Sleepwalking Cannibal,"Comedy,Horror",2012,2010,83,5.7,Boris Rodriguez,Stephen McHattie,Thure Lindhardt,Georgina Reilly,0.0
1103,Eden Lake,"Horror,Thriller",2008,2000,91,6.8,James Watkins,Michael Fassbender,Jack O'Connell,Lorraine Stanley,0.01
1104,Edge of Darkness,"Crime,Drama,Mystery,Thriller",2010,2010,117,6.6,Martin Campbell,Bojana Novakovic,Ray Winstone,Denis O'Hare,43.29
1105,Edge of Tomorrow,"Action,Adventure,Sci-Fi",2014,2010,113,7.9,Doug Liman,Tom Cruise, Emily Blunt, Bill Paxton,100.19
1106,Edmond,"Drama,Thriller",2005,2000,82,6.3,Stuart Gordon,Joe Mantegna,Dulé Hill,Jeffrey Combs,0.13
1107,Edtv,"Comedy,Drama",1999,1990,122,6.1,Ron Howard,Matthew McConaughey,Adam Goldberg,Clint Howard,22.36
1108,Edward Scissorhands,"Fantasy,Romance",1990,1990,105,7.9,Tim Burton,Johnny Depp,Dianne Wiest,Conchata Ferrell,56.36
1109,Eight Below,"Adventure,Drama,Family",2006,2000,120,7.3,Frank Marshall,Paul Walker,Bruce Greenwood,Wendy Crewson,81.59
1110,Eight Legged Freaks,"Action,Comedy,Horror",2002,2000,99,5.4,Ellory Elkayem,Scarlett Johansson,Doug E. Doug,Riley Smith,17.27
1111,El Mariachi,"Action,Crime,Drama,Romance,Thriller",1992,1990,81,6.9,Robert Rodriguez,Carlos Gallardo,Peter Marquardt,Consuelo Gómez,2.04
1112,El crimen del padre Amaro,"Drama,Romance",2002,2000,118,6.8,Carlos Carrera,Damián Alcázar,Ana Claudia Talancón,Pedro Armendáriz Jr.,5.71
1113,El secreto de sus ojos,"Drama,Mystery,Romance",2009,2000,129,8.2,Juan José Campanella,Ricardo Darín, Soledad Villamil, Pablo Rago,20.17
1114,Election,"Comedy,Drama",1999,1990,103,7.3,Alexander Payne,Matthew Broderick,Chris Klein,Molly Hagan,14.88
1115,Electric Dreams,Drama,1984,1980,95,6.5,Steve Barron,Lenny Von Dohlen,Virginia Madsen,Maxwell Caulfield,
1116,Elektra,"Action,Crime,Fantasy,Thriller",2005,2000,100,4.8,Rob Bowman,Jennifer Garner,Cary-Hiroyuki Tagawa,Goran Visnjic,24.41
1117,Elf,"Comedy,Family,Fantasy,Romance",2003,2000,97,6.9,Jon Favreau,Peter Dinklage,Zooey Deschanel,Will Ferrell,173.38
1118,Elite Squad,"Action,Crime,Drama,Thriller",2007,2000,115,8.1,José Padilha,Wagner Moura,Fernanda Machado,André Ramiro,0.01
1119,Elizabeth,"Biography,Drama,History",1998,1990,124,7.5,Shekhar Kapur,Fanny Ardant,John Gielgud,Eric Cantona,30.01
1120,Elizabeth: The Golden Age,"Biography,Drama,History,War",2007,2000,114,6.9,Shekhar Kapur,Eddie Redmayne,Abbie Cornish,Jordi Mollà,16.26
1121,Elizabethtown,"Comedy,Drama,Romance",2005,2000,123,6.4,Cameron Crowe,Orlando Bloom,Kirsten Dunst,Judy Greer,26.84
1122,Ella Enchanted,"Comedy,Family,Fantasy,Romance",2004,2000,96,6.3,Tommy O'Haver,Anne Hathaway,Steve Coogan,Joanna Lumley,22.91
1123,Elling,"Comedy,Drama",2001,2000,89,7.6,Petter Næss,Jørgen Langhelle,Per Christian Ellefsen,Sven Nordin,0.31
1124,Elysium,"Action,Drama,Sci-Fi,Thriller",2013,2010,109,6.6,Neill Blomkamp,Matt Damon,Sharlto Copley,Alice Braga,93.05
1125,Emperor,"Mystery,Suspense",2013,2010,105,6.5,Peter Webber,Matthew Fox,Tommy Lee Jones,Eriko Hatsune,
1126,Employee of the Month,"Comedy,Romance",2006,2000,103,5.5,Greg Coolidge,Dane Cook,Danny Woodburn,Jessica Simpson,28.44
1127,En man som heter Ove,"Comedy,Drama",2015,2010,116,7.7,Hannes Holm,Rolf Lassgård, Bahar Pars, Filip Berg,3.36
1128,Enchanted,"Animation,Comedy,Family",2007,2000,107,7.1,Kevin Lima,Amy Adams, Susan Sarandon, James Marsden,127.71
1129,End of Days,"Action,Fantasy,Horror,Mystery",1999,1990,121,5.7,Peter Hyams,CCH Pounder,Mark Margolis,Udo Kier,66.86
1130,End of Watch,"Crime,Drama,Thriller",2012,2010,109,7.7,David Ayer,Jake Gyllenhaal, Michael Peña, Anna Kendrick,40.98
1131,End of the Spear,"Adventure,Drama",2005,2000,108,7.0,Jim Hanon,Chase Ellison,Chad Allen,Jack Guzman,11.7
1132,Ender's Game,"Action,Sci-Fi",2013,2010,114,6.7,Gavin Hood,Harrison Ford, Asa Butterfield, Hailee Steinfeld,61.66
1133,Endless Love,"Drama,Romance",2014,2010,104,6.3,Shana Feste,Gabriella Wilde, Alex Pettyfer, Bruce Greenwood,23.39
1134,Enemy,"Mystery,Thriller",2013,2010,91,6.9,Denis Villeneuve,Jake Gyllenhaal, Mélanie Laurent, Sarah Gadon,1.01
1135,Enemy at the Gates,"Drama,History,War",2001,2000,131,7.6,Jean-Jacques Annaud,Bob Hoskins,Gabriel Thomson,Clemens Schick,51.4
1136,Enemy of the State,"Action,Crime,Drama,Mystery,Thriller",1998,1990,140,7.3,Tony Scott,Will Smith,Jake Busey,Lisa Bonet,111.54
1137,Enough,"Crime,Drama,Thriller",2002,2000,115,5.6,Michael Apted,Bill Cobbs,Jeff Kober,Billy Campbell,39.18
1138,Enough Said,"Comedy,Drama,Romance",2013,2010,93,7.1,Nicole Holofcener,Christopher Nicholas Smith,Ben Falcone,Michaela Watkins,17.54
1139,Enter the Void,"Drama,Fantasy",2009,2000,161,7.3,Gaspar Noé,Paz de la Huerta,Emily Alyn Lind,Olly Alexander,0.34
1140,Entourage,Comedy,2015,2010,104,6.6,Doug Ellin,Adrian Grenier, Kevin Connolly, Jerry Ferrara,32.36
1141,Entrapment,"Action,Crime,Romance,Thriller",1999,1990,113,6.2,Jon Amiel,Will Patton,Kevin McNally,Maury Chaykin,87.7
1142,Envy,Comedy,2004,2000,99,4.8,Barry Levinson,Amy Poehler,Ariel Gade,Sam Lerner,12.18
1143,Epic,"Adventure,Animation,Family,Fantasy",2013,2010,102,6.7,Chris Wedge,Josh Hutcherson,Emma Kenney,Troy Evans,107.52
1144,Epic Movie,"Adventure,Comedy",2007,2000,93,2.3,Jason Friedberg,David Carradine,Carmen Electra,Fred Willard,39.74
1145,Equals,"Drama,Romance,Sci-Fi",2015,2010,101,6.1,Drake Doremus,Nicholas Hoult, Kristen Stewart, Vernetta Lopez,0.03
1146,Equilibrium,"Action,Drama,Sci-Fi,Thriller",2002,2000,107,7.5,Kurt Wimmer,Christian Bale,Emily Watson,Sean Pertwee,1.19
1147,Eragon,"Action,Adventure,Family,Fantasy",2006,2000,104,5.1,Stefen Fangmeier,Djimon Hounsou,Ed Speleers,Gary Lewis,75.03
1148,Eraser,"Action,Drama,Mystery,Thriller",1996,1990,115,6.1,Chuck Russell,Vanessa Williams,James Coburn,Roma Maffia,101.23
1149,Erin Brockovich,"Biography,Drama",2000,2000,131,7.3,Steven Soderbergh,Julia Roberts,Albert Finney,Conchata Ferrell,125.55
1150,Ernest & Celestine,"Animation,Comedy,Crime,Drama,Family",2012,2010,80,7.9,Stéphane Aubier,Mackenzie Foy,Megan Mullally,Lambert Wilson,0.07
1151,Escape Plan,"Action,Crime,Mystery",2013,2010,115,6.7,Mikael Håfström,Sylvester Stallone, Arnold Schwarzenegger, 50 Cent,25.12
1152,Escape from Alcatraz,"Biography,Crime,Drama",1979,1970,112,7.6,Don Siegel,Clint Eastwood,Patrick McGoohan,Fred Ward,36.5
1153,Escape from L.A.,"Action,Adventure,Sci-Fi,Thriller",1996,1990,101,5.7,John Carpenter,Steve Buscemi,Valeria Golino,Michelle Forbes,25.41
1154,Escape from New York,"Action,Sci-Fi",1981,1980,106,7.2,John Carpenter,Donald Pleasence,Adrienne Barbeau,Tom Atkins,25.24
1155,Escape from Planet Earth,"Adventure,Animation,Comedy,Family,Sci-Fi",2013,2010,89,5.9,Cal Brunker,Brendan Fraser,Paul Scheer,Jonathan Morgan Heit,57.01
1156,Escape from Tomorrow,"Fantasy,Horror",2013,2010,90,5.2,Randy Moore,Trey Loney,Lee Armstrong,Amy Lucas,0.17
1157,Escobar: Paradise Lost,"Crime,Drama,Romance,Thriller",2014,2010,120,6.6,Andrea Di Stefano,Josh Hutcherson,Brady Corbet,Carlos Bardem,0.11
1158,Eternal Sunshine of the Spotless Mind,"Drama,Fantasy,Romance,Sci-Fi",2004,2000,108,8.3,Michel Gondry,Kate Winslet,Kirsten Dunst,Tom Wilkinson,34.13
1159,Eulogy,"Comedy,Drama",2004,2000,85,6.7,Michael Clancy,Zooey Deschanel,Rip Torn,Kelly Preston,0.07
1160,EuroTrip,Comedy,2004,2000,93,6.6,Jeff Schaffer,Matt Damon,Scott Mechlowicz,Jacob Pitts,17.72
1161,Evan Almighty,"Comedy,Family,Fantasy",2007,2000,96,5.4,Tom Shadyac,Jimmy Bennett,Morgan Freeman,Steve Carell,100.29
1162,Eve's Bayou,Drama,1997,1990,109,7.3,Kasi Lemmons,Jurnee Smollett-Bell,Lynn Whitfield,Diahann Carroll,14.82
1163,Event Horizon,"Horror,Sci-Fi,Thriller",1997,1990,130,6.7,Paul W.S. Anderson,Sean Pertwee,Joely Richardson,Kathleen Quinlan,26.62
1164,Ever After: A Cinderella Story,"Comedy,Drama,Romance",1998,1990,121,7.0,Andy Tennant,Anjelica Huston,Dougray Scott,Jeanne Moreau,65.7
1165,Everest,"Action,Adventure,Drama",2015,2010,121,7.1,Baltasar Kormákur,Jason Clarke, Ang Phula Sherpa, Thomas M. Wright,43.25
1166,Every Which Way But Loose,"Action,Adventure",1978,1970,114,6.2,James Fargo,Clint Eastwood,Sondra Locke,Geoffrey Lewis,
1167,Everybody Wants Some!!,Comedy,2016,2010,117,7.0,Richard Linklater,Blake Jenner, Tyler Hoechlin, Ryan Guzman,3.37
1168,Everybody's Fine,"Adventure,Drama",2009,2000,99,7.2,Kirk Jones,Robert De Niro,James Frain,Brendan Sexton III,8.86
1169,Everyone Says I Love You,"Comedy,Musical,Romance",1996,1990,101,6.8,Woody Allen,Natasha Lyonne,Gaby Hoffmann,Jeff DeRocker,9.71
1170,Everything Must Go,"Comedy,Drama",2010,2010,97,6.4,Dan Rush,Will Ferrell,Scott Takeda,Stephen Root,2.71
1171,Evil Dead,"Fantasy,Horror",2013,2010,91,6.5,Fede Alvarez,Jane Levy, Shiloh Fernandez, Jessica Lucas,54.24
1172,Evil Dead II,"Comedy,Fantasy,Horror,Thriller",1987,1980,37,7.8,Sam Raimi,Ted Raimi,Dan Hicks,Kassie Wesley DePaiva,5.92
1173,Evita,"Biography,Drama,History,Musical",1996,1990,135,6.3,Alan Parker,Andrea Corr,Jimmy Nail,Peter Polycarpou,49.99
1174,Ex Machina,"Drama,Mystery,Sci-Fi",2014,2010,108,7.7,Alex Garland,Alicia Vikander, Domhnall Gleeson, Oscar Isaac,25.44
1175,Excessive Force,Action,1993,1990,87,5.1,Jon Hess,Burt Young,Ian Gomez,Thomas Ian Griffith,1.2
1176,Executive Decision,"Action,Adventure,Thriller",1996,1990,133,6.4,Stuart Baird,Oliver Platt,Joe Morton,J.T. Walsh,68.75
1177,Exiled,"Action,Crime,Thriller",2006,2000,110,7.3,Johnnie To,Simon Yam,Anthony Chau-Sang Wong,Josie Ho,0.05
1178,Exit Wounds,"Action,Comedy,Crime,Drama,Thriller",2001,2000,101,5.5,Andrzej Bartkowiak,Michael Jai White,Bill Duke,Bruce McGill,51.76
1179,Exodus: Gods and Kings,"Action,Adventure,Drama",2014,2010,150,6.0,Ridley Scott,Christian Bale, Joel Edgerton, Ben Kingsley,65.01
1180,Exorcist: The Beginning,"Horror,Mystery,Thriller",2004,2000,125,5.1,Renny Harlin,James D'Arcy,Alan Ford,Izabella Scorupco,41.81
1181,Exotica,"Drama,Mystery,Romance",1994,1990,103,7.2,Atom Egoyan,Bruce Greenwood,Mia Kirshner,Sarah Polley,5.13
1182,Extract,"Comedy,Crime,Romance",2009,2000,92,6.2,Mike Judge,J.K. Simmons,Mila Kunis,Clifton Collins Jr.,10.81
1183,Extraordinary Measures,Drama,2010,2010,106,6.5,Tom Vaughan,Harrison Ford,Brendan Fraser,Alan Ruck,11.85
1184,Extreme Measures,"Crime,Drama,Mystery,Thriller",1996,1990,118,6.1,Michael Apted,J.K. Simmons,Paul Guilfoyle,Bill Nunn,17.31
1185,Extreme Ops,"Action,Adventure,Thriller",2002,2000,93,4.5,Christian Duguay,Rufus Sewell,Bridgette Wilson-Sampras,Rupert Graves,4.84
1186,Extremely Loud & Incredibly Close,"Adventure,Drama,Mystery",2011,2010,129,6.9,Stephen Daldry,Tom Hanks,Thomas Horn,Stephen Henderson,31.84
1187,Eye for an Eye,"Crime,Drama,Thriller",1996,1990,101,6.1,John Schlesinger,Joe Mantegna,Beverly D'Angelo,Philip Baker Hall,53.15
1188,Eye in the Sky,"Drama,Thriller,War",2015,2010,102,7.3,Gavin Hood,Helen Mirren, Aaron Paul, Alan Rickman,18.7
1189,Eye of the Beholder,"Drama,Mystery,Thriller",1999,1990,109,4.9,Stephan Elliott,Jason Priestley,Patrick Bergin,Geneviève Bujold,16.46
1190,Eye of the Dolphin,"Comedy,Drama,Family",2006,2000,100,5.7,Michael D. Sellers,Katharine Ross,Carly Schroeder,George Harris,0.07
1191,Eye of the Needle,Drama,1981,1980,112,7.1,Richard Marquand,Donald Sutherland,Kate Nelligan,Ian Bannen,
1192,Eyes Wide Shut,"Drama,Mystery,Thriller",1999,1990,159,7.3,Stanley Kubrick,Tom Cruise,Vinessa Shaw,Sydney Pollack,55.64
1193,F for Fake,Documentary,1974,1970,89,7.8,Orson Welles,Orson Welles,Oja Kodar,Joseph Cotten,
1194,Fabled,"Drama,Horror,Mystery,Thriller",2002,2000,84,5.8,Ari Kirschenbaum,R. Brandon Johnson,Adam LeFevre,Desmond Askew,0.03
1195,Face/Off,"Action,Crime,Sci-Fi,Thriller",1997,1990,138,7.3,John Woo,Nicolas Cage,CCH Pounder,Joan Allen,112.23
1196,Facing the Giants,"Drama,Sport",2006,2000,111,6.7,Alex Kendrick,Alex Kendrick,Erin Bethea,Shannen Fields,10.17
1197,Factory Girl,"Biography,Drama",2006,2000,99,6.4,George Hickenlooper,Hayden Christensen,Jimmy Fallon,Beth Grant,1.65
1198,Fahrenheit 9/11,"Documentary,Drama,War",2004,2000,122,7.5,Michael Moore,Osama bin Laden,Stevie Wonder,Ricky Martin,119.08
1199,Failure to Launch,"Comedy,Romance",2006,2000,95,5.6,Tom Dey,Bradley Cooper,Matthew McConaughey,Zooey Deschanel,88.66
1200,Fair Game,"Biography,Drama,Thriller",2010,2010,108,6.8,Doug Liman,Naomi Watts,Ty Burrell,Brooke Smith,9.53
1201,Faithful,"Comedy,Crime,Drama",1996,1990,91,5.9,Paul Mazursky,Chazz Palminteri,Ryan O'Neal,Paul Mazursky,2.1
1202,Falcon Rising,"Action,Adventure",2014,2010,103,5.8,Ernie Barbarash,Michael Jai White,Michael J. Morris,Lateef Crowder,0.01
1203,Fallen,Drama,1997,1990,124,7.0,Gregory Hoblit,Denzel Washington,John Goodman,Donald Sutherland,
1204,Fame,"Comedy,Drama,Musical,Romance",2009,2000,123,5.0,Kevin Tancharoen,Kelsey Grammer,Kay Panabaker,Megan Mullally,22.45
1205,Fantasia 2000,"Animation,Family,Fantasy,Music",1999,1990,74,7.3,James Algar,Quincy Jones,Penn Jillette,Russi Taylor,60.51
1206,Fantastic 4: Rise of the Silver Surfer,"Action,Adventure,Sci-Fi,Thriller",2007,2000,92,5.6,Tim Story,Chris Evans,Ioan Gruffudd,Andre Braugher,131.92
1207,Fantastic Beasts and Where to Find Them,"Adventure,Family,Fantasy",2016,2010,133,7.5,David Yates,Eddie Redmayne, Katherine Waterston, Alison Sudol,234.02
1208,Fantastic Four,"Action,Adventure,Sci-Fi",2015,2010,100,4.3,Josh Trank,Miles Teller, Kate Mara, Michael B. Jordan,56.11
1209,Fantastic Four: Rise of the Silver Surfer,"Action,Adventure",2007,2000,92,5.6,Tim Story,Ioan Gruffudd,Jessica Alba,Chris Evans,
1210,Fantastic Mr. Fox,"Animation,Adventure,Comedy",2009,2000,87,7.8,Wes Anderson,George Clooney, Meryl Streep, Bill Murray,21.0
1211,Far from Heaven,"Drama,Romance",2002,2000,107,7.4,Todd Haynes,Dennis Quaid,Celia Weston,Michael Gaston,15.85
1212,Fascination,"Mystery,Romance,Thriller",2004,2000,103,3.3,Klaus Menzel,Adam Garcia,Jacqueline Bisset,Alice Evans,0.02
1213,Fast & Furious,"Action,Crime,Thriller",2009,2000,107,6.6,Justin Lin,Vin Diesel, Paul Walker, Michelle Rodriguez,155.02
1214,Fast Five,"Action,Crime,Thriller",2011,2010,131,7.3,Justin Lin,Vin Diesel, Paul Walker, Dwayne Johnson,209.81
1215,Faster,"Action,Crime,Drama",2010,2010,98,6.5,George Tillman Jr.,Dwayne Johnson, Billy Bob Thornton, Maggie Grace,23.23
1216,Fat Albert,"Comedy,Family,Fantasy,Romance",2004,2000,93,4.3,Joel Zwick,Dania Ramirez,Nick Zano,Alice Greczyn,48.11
1217,Fatal Attraction,"Drama,Romance,Thriller",1987,1980,119,6.9,Adrian Lyne,Fred Gwynne,Lois Smith,Anne Archer,156.65
1218,Fateless,"Drama,Romance,War",2005,2000,134,7.1,Lajos Koltai,Marcell Nagy,Péter Fancsikai,Bálint Péntek,0.2
1219,Fear and Loathing in Las Vegas,"Adventure,Comedy,Drama",1998,1990,118,7.7,Terry Gilliam,Johnny Depp,Michael Jeter,Ellen Barkin,10.56
1220,Feardotcom,"Crime,Horror,Thriller",2002,2000,101,3.3,William Malone,Natascha McElhone,Jeffrey Combs,Udo Kier,13.21
1221,Felicia's Journey,"Drama,Thriller",1999,1990,116,7.0,Atom Egoyan,Bob Hoskins,Elaine Cassidy,Gerard McSorley,0.82
1222,Felon,Drama,2008,2000,104,7.5,Ric Roman Waugh,Val Kilmer,Harold Perrineau Jr.,Sam Shepard,
1223,Femme Fatale,"Crime,Drama,Mystery,Thriller",2002,2000,114,6.3,Brian De Palma,Peter Coyote,Gregg Henry,Rie Rasmussen,6.59
1224,Fences,Drama,2016,2010,139,7.3,Denzel Washington,Denzel Washington, Viola Davis, Stephen Henderson,57.64
1225,Fever Pitch,"Comedy,Drama,Romance,Sport",2005,2000,104,6.2,Bobby Farrelly,Jimmy Fallon,KaDee Strickland,Ione Skye,42.07
1226,Fiddler on the Roof,"Drama,Family,Musical,Romance",1971,1970,181,8.0,Norman Jewison,Topol,Paul Michael Glaser,Rosalind Harris,50.0
1227,Fido,"Comedy,Drama,Horror,Sci-Fi",2006,2000,93,6.8,Andrew Currie,Alexia Fast,Henry Czerny,Kesun Loder,0.3
1228,Fifty Shades of Black,Comedy,2016,2010,92,3.5,Michael Tiddes,Fred Willard,Mike Epps,Russell Peters,11.68
